time_ms,amp,rssi
1782096625287,34.16199493408203,-43
1782096625293,33.782798767089844,-43
1782096625300,33.922637939453125,-43
1782096625307,33.75111770629883,-43
1782096625314,34.189353942871094,-43
1782096625322,34.050048828125,-43
1782096625329,33.89448165893555,-43
1782096625336,34.11211395263672,-43
1782096625343,33.433189392089844,-44
1782096625351,34.17369842529297,-43
1782096625358,34.38636016845703,-43
1782096625365,34.13996887207031,-43
1782096625371,34.260833740234375,-43
1782096625382,34.3809928894043,-43
1782096625389,35.1092643737793,-43
1782096625396,35.21116638183594,-43
1782096625403,34.90402603149414,-43
1782096625409,35.09560775756836,-43
1782096625416,34.8050537109375,-43
1782096625423,34.566261291503906,-43
1782096625429,34.8007698059082,-43
1782096625436,34.23346710205078,-43
1782096625442,34.115177154541016,-43
1782096625454,33.990989685058594,-43
1782096625465,33.99002456665039,-44
1782096625475,33.84628677368164,-43
1782096625486,33.50004196166992,-44
1782096625497,33.61769485473633,-44
1782096625512,33.657962799072266,-44
1782096625521,33.5876350402832,-44
1782096625531,33.3226432800293,-44
1782096625550,33.448020935058594,-44
1782096625560,33.51218032836914,-44
1782096625572,33.72277069091797,-44
1782096625584,33.51030731201172,-44
1782096625592,33.41600799560547,-44
1782096625603,33.5562858581543,-44
1782096625615,33.38264083862305,-44
1782096625625,33.450923919677734,-44
1782096625634,33.6823616027832,-44
1782096625646,33.69335174560547,-44
1782096625656,33.17985916137695,-44
1782096625667,33.414642333984375,-44
1782096625677,33.56752014160156,-44
1782096625690,33.58119583129883,-44
1782096625701,33.3912239074707,-44
1782096625710,33.7130241394043,-44
1782096625721,33.75640106201172,-44
1782096625729,34.050559997558594,-44
1782096625741,33.99488830566406,-44
1782096625751,33.91680908203125,-44
1782096625762,34.16199493408203,-44
1782096625772,33.96806335449219,-44
1782096625783,33.756568908691406,-44
1782096625796,33.81840515136719,-44
1782096625805,33.88703918457031,-44
1782096625815,33.778472900390625,-44
1782096625828,33.72322082519531,-44
1782096625838,34.287559509277344,-44
1782096625849,33.87385559082031,-43
1782096625861,33.907493591308594,-43
1782096625872,33.786949157714844,-44
1782096625881,34.031028747558594,-44
1782096625894,33.528568267822266,-44
1782096625904,33.566070556640625,-44
1782096625915,33.153175354003906,-44
1782096625927,32.44670867919922,-44
1782096625937,32.677337646484375,-44
1782096625951,33.301021575927734,-44
1782096625962,32.99065017700195,-44
1782096625973,32.18248748779297,-44
1782096625983,32.03252410888672,-44
1782096625993,32.549747467041016,-44
1782096626003,33.1800651550293,-44
1782096626014,33.44662857055664,-44
1782096626025,33.229434967041016,-44
1782096626036,31.638883590698242,-44
1782096626046,31.249242782592773,-44
1782096626071,38.87439727783203,-45
1782096626083,32.286842346191406,-44
1782096626095,32.708194732666016,-44
1782096626102,32.72777557373047,-44
1782096626115,32.6649284362793,-44
1782096626125,32.84947204589844,-44
1782096626135,32.729976654052734,-44
1782096626148,32.45522689819336,-44
1782096626159,32.15181350708008,-44
1782096626172,31.837594985961914,-44
1782096626183,32.4215202331543,-44
1782096626193,32.49370193481445,-44
1782096626204,32.571495056152344,-44
1782096626214,32.95967483520508,-44
1782096626224,32.7470588684082,-44
1782096626235,33.16740798950195,-44
1782096626246,33.15507125854492,-44
1782096626255,33.289730072021484,-44
1782096626267,33.27631759643555,-44
1782096626277,33.13349914550781,-44
1782096626289,33.121639251708984,-44
1782096626300,33.13151931762695,-44
1782096626314,33.11811447143555,-45
1782096626324,33.09111404418945,-44
1782096626335,33.03190231323242,-44
1782096626345,32.93608093261719,-44
1782096626356,32.60124969482422,-44
1782096626365,32.77731704711914,-44
1782096626380,41.873722076416016,-44
1782096626391,31.858417510986328,-44
1782096626400,31.776325225830078,-44
1782096626411,31.76360511779785,-44
1782096626422,31.684146881103516,-44
1782096626432,31.650205612182617,-44
1782096626443,31.608383178710938,-44
1782096626457,31.559324264526367,-44
1782096626467,31.504093170166016,-44
1782096626477,31.300378799438477,-45
1782096626487,31.33295249938965,-44
1782096626498,31.497098922729492,-44
1782096626509,31.27173614501953,-44
1782096626523,30.857952117919922,-44
1782096626532,31.238866806030273,-44
1782096626541,30.950733184814453,-44
1782096626553,30.83670997619629,-44
1782096626568,30.48906898498535,-44
1782096626578,30.774673461914062,-44
1782096626590,30.45626449584961,-44
1782096626601,30.33272933959961,-44
1782096626610,30.25800895690918,-44
1782096626619,30.187477111816406,-45
1782096626630,30.121984481811523,-45
1782096626641,29.90163230895996,-45
1782096626653,29.830114364624023,-45
1782096626663,29.843944549560547,-45
1782096626675,30.45924949645996,-44
1782096626699,35.57480239868164,-45
1782096626709,28.964967727661133,-46
1782096626720,29.088191986083984,-45
1782096626731,28.958740234375,-45
1782096626742,28.98442840576172,-45
1782096626753,28.494136810302734,-45
1782096626763,28.47931480407715,-46
1782096626772,28.659969329833984,-45
1782096626783,28.51615333557129,-45
1782096626796,28.613649368286133,-45
1782096626806,28.462623596191406,-45
1782096626819,28.674571990966797,-46
1782096626830,28.683841705322266,-45
1782096626841,29.179182052612305,-45
1782096626854,29.116622924804688,-45
1782096626864,29.285320281982422,-45
1782096626874,29.046855926513672,-45
1782096626884,29.560970306396484,-45
1782096626896,29.345190048217773,-45
1782096626905,29.47393226623535,-45
1782096626918,29.285921096801758,-45
1782096626928,29.454776763916016,-45
1782096626936,29.504112243652344,-45
1782096626949,29.53474235534668,-45
1782096626961,30.134626388549805,-45
1782096626971,30.435291290283203,-44
1782096626984,30.63970184326172,-44
