time_ms,amp,rssi
1782273955234,28.70184898376465,-60
1782273955240,28.959733963012695,-60
1782273955248,28.915124893188477,-60
1782273955255,28.86980438232422,-60
1782273955262,29.061386108398438,-60
1782273955269,28.713153839111328,-60
1782273955278,28.8747501373291,-60
1782273955286,29.055259704589844,-60
1782273955293,29.034542083740234,-60
1782273955301,28.86543083190918,-60
1782273955310,28.88948631286621,-60
1782273955316,28.899141311645508,-60
1782273955324,29.077362060546875,-60
1782273955336,34.04588317871094,-57
1782273955342,34.1413688659668,-57
1782273955349,34.17977523803711,-57
1782273955357,34.118709564208984,-57
1782273955364,34.042972564697266,-57
1782273955371,34.034400939941406,-57
1782273955378,33.923362731933594,-57
1782273955385,34.16651153564453,-57
1782273955393,34.13175964355469,-57
1782273955400,33.98383712768555,-57
1782273955407,34.23161315917969,-57
1782273955414,34.229637145996094,-57
1782273955421,34.026702880859375,-57
1782273955428,34.10890579223633,-57
1782273955436,33.80799102783203,-57
1782273955446,34.048011779785156,-57
1782273955459,33.75728225708008,-57
1782273955468,33.619110107421875,-57
1782273955480,33.60053634643555,-57
1782273955492,33.738216400146484,-57
1782273955505,33.65302276611328,-57
1782273955515,33.77190017700195,-57
1782273955524,33.81739807128906,-57
1782273955549,33.8897590637207,-57
1782273955558,33.915061950683594,-57
1782273955568,33.96006774902344,-57
1782273955579,34.02806091308594,-57
1782273955589,34.233436584472656,-57
1782273955601,34.031429290771484,-57
1782273955611,34.340484619140625,-55
1782273955623,33.78840255737305,-57
1782273955634,33.99956130981445,-57
1782273955646,34.183868408203125,-57
1782273955655,33.952239990234375,-57
1782273955667,34.12091827392578,-57
1782273955677,34.04548645019531,-57
1782273955689,33.75482177734375,-57
1782273955699,34.12875747680664,-57
1782273955711,33.68219757080078,-57
1782273955721,33.81865310668945,-57
1782273955733,33.88425064086914,-57
1782273955742,33.9514274597168,-57
1782273955756,34.01915740966797,-57
1782273955770,33.68738555908203,-57
1782273955778,33.74340057373047,-57
1782273955789,33.68330001831055,-57
1782273955800,33.90192794799805,-57
1782273955808,33.88121795654297,-57
1782273955821,33.67595291137695,-57
1782273955832,33.91154479980469,-57
1782273955843,34.01205825805664,-57
1782273955852,33.908817291259766,-57
1782273955864,33.961753845214844,-57
1782273955875,33.9485969543457,-57
1782273955887,33.82615280151367,-57
1782273955899,34.06172180175781,-57
1782273955913,33.95675277709961,-57
1782273955922,33.98994445800781,-57
1782273955933,33.99540328979492,-57
1782273955941,34.17726516723633,-57
1782273955953,33.62376022338867,-57
1782273955964,33.81500244140625,-57
1782273955975,33.630313873291016,-57
1782273955984,33.99357604980469,-57
1782273955999,33.96212387084961,-57
1782273956009,33.87594985961914,-57
1782273956021,34.07008361816406,-57
1782273956029,34.13911437988281,-57
1782273956041,34.135337829589844,-57
1782273956060,33.923500061035156,-57
1782273956072,33.79172134399414,-57
1782273956081,33.861141204833984,-57
1782273956092,33.507789611816406,-57
1782273956100,33.877174377441406,-57
1782273956111,34.04716110229492,-57
1782273956120,33.906131744384766,-57
1782273956131,33.62217712402344,-57
1782273956141,33.70041275024414,-57
1782273956151,33.65761947631836,-57
1782273956163,33.63932418823242,-57
1782273956174,33.68233108520508,-57
1782273956183,33.82101821899414,-57
1782273956196,33.79256057739258,-57
1782273956205,33.68305969238281,-57
1782273956218,33.96641540527344,-57
1782273956227,33.97444152832031,-57
1782273956239,33.64667892456055,-57
1782273956249,33.72768783569336,-57
1782273956261,33.747093200683594,-57
1782273956272,34.1069450378418,-57
1782273956282,33.645538330078125,-57
1782273956294,33.7329216003418,-57
1782273956303,33.79002380371094,-57
1782273956317,33.63658142089844,-57
1782273956326,33.95846176147461,-57
1782273956339,33.51990509033203,-57
1782273956348,33.93845748901367,-57
1782273956362,33.508216857910156,-57
1782273956374,33.75724411010742,-57
1782273956386,33.601680755615234,-57
1782273956393,33.74713134765625,-57
1782273956404,33.943809509277344,-57
1782273956413,33.83261489868164,-57
1782273956426,33.575870513916016,-57
1782273956436,33.79081726074219,-57
1782273956448,33.94537353515625,-57
1782273956459,33.629432678222656,-57
1782273956470,33.63892364501953,-57
1782273956481,33.774776458740234,-57
1782273956491,33.73528289794922,-57
