time_ms,amp,rssi
1782110888518,13.555418014526367,-65
1782110888523,13.397644996643066,-65
1782110888527,13.688607215881348,-65
1782110888530,13.583157539367676,-65
1782110888533,13.726067543029785,-65
1782110888537,13.651823043823242,-65
1782110888539,13.55090045928955,-65
1782110888542,13.618359565734863,-65
1782110888545,15.775136947631836,-65
1782110888548,13.552423477172852,-65
1782110888551,13.531143188476562,-65
1782110888554,13.443387031555176,-65
1782110888557,13.483859062194824,-65
1782110888560,13.943634986877441,-65
1782110888563,13.488837242126465,-65
1782110888566,13.595355033874512,-65
1782110888569,13.569740295410156,-65
1782110888571,13.37863540649414,-65
1782110888574,13.53235149383545,-65
1782110888577,13.476943969726562,-65
1782110888580,13.653568267822266,-65
1782110888583,13.499492645263672,-65
1782110888585,16.012069702148438,-65
1782110888588,13.570362091064453,-65
1782110888591,13.681673049926758,-65
1782110888594,15.445425033569336,-65
1782110888597,16.296424865722656,-65
1782110888600,13.481712341308594,-65
1782110888602,13.523663520812988,-65
1782110888605,13.374017715454102,-65
1782110888608,13.755560874938965,-65
1782110888611,13.865362167358398,-65
1782110888614,13.402079582214355,-65
1782110888617,13.517409324645996,-65
1782110888620,15.720352172851562,-65
1782110888623,13.454078674316406,-65
1782110888626,13.317228317260742,-65
1782110888629,13.696244239807129,-65
1782110888632,13.388228416442871,-65
1782110888634,13.564156532287598,-65
1782110888637,13.482168197631836,-65
1782110888640,13.283308982849121,-65
1782110888643,13.355242729187012,-65
1782110888646,13.390478134155273,-65
1782110888649,13.446762084960938,-65
1782110888652,13.424697875976562,-65
1782110888655,13.604032516479492,-65
1782110888657,13.3108491897583,-65
1782110888660,13.163763999938965,-65
1782110888663,13.378150939941406,-65
1782110888666,13.37155818939209,-65
1782110888669,13.553528785705566,-65
1782110888671,13.336373329162598,-65
1782110888674,13.388375282287598,-65
1782110888677,13.326796531677246,-65
1782110888680,13.349760055541992,-65
1782110888683,13.432571411132812,-65
1782110888686,13.331798553466797,-65
1782110888689,13.255467414855957,-65
1782110888692,13.243146896362305,-65
1782110888695,13.277337074279785,-65
1782110888697,13.276899337768555,-65
1782110888700,13.385364532470703,-65
1782110888703,13.45525074005127,-65
1782110888706,15.848226547241211,-65
1782110888709,13.40358829498291,-65
1782110888711,13.172967910766602,-65
1782110888714,12.92529010772705,-66
1782110888717,13.238856315612793,-65
1782110888720,13.145999908447266,-65
1782110888723,13.413323402404785,-65
1782110888725,13.271281242370605,-65
1782110888728,13.21326732635498,-65
1782110888731,15.075117111206055,-65
1782110888733,13.173877716064453,-65
1782110888736,13.35286808013916,-65
1782110888739,13.265469551086426,-65
1782110888742,13.151017189025879,-65
