time_ms,amp,rssi
1782180516842,33.01256561279297,-46
1782180516849,32.75603103637695,-46
1782180516855,33.03378677368164,-46
1782180516863,32.65190124511719,-46
1782180516869,32.98502731323242,-46
1782180516876,32.7175178527832,-46
1782180516884,32.739376068115234,-46
1782180516890,33.00938415527344,-46
1782180516896,32.94868850708008,-46
1782180516903,32.78599548339844,-46
1782180516910,32.82625961303711,-46
1782180516917,32.821781158447266,-46
1782180516924,36.27738571166992,-46
1782180516932,32.694244384765625,-46
1782180516940,32.68343734741211,-46
1782180516946,32.84945297241211,-46
1782180516953,32.885066986083984,-46
1782180516959,32.618953704833984,-46
1782180516967,32.60780334472656,-46
1782180516975,32.30644226074219,-46
1782180516981,32.83061218261719,-46
1782180516988,32.755226135253906,-46
1782180516995,36.152889251708984,-46
1782180517002,32.801998138427734,-46
1782180517009,32.73092269897461,-46
1782180517017,32.56184387207031,-46
1782180517028,32.84843444824219,-46
1782180517038,32.65106201171875,-46
1782180517049,32.7821159362793,-46
1782180517060,32.805381774902344,-46
1782180517073,32.752140045166016,-46
1782180517084,32.69957733154297,-46
1782180517094,32.93220901489258,-46
1782180517105,36.002132415771484,-46
1782180517116,32.743736267089844,-46
1782180517142,32.86405563354492,-46
1782180517153,32.664207458496094,-46
1782180517162,33.07257843017578,-46
1782180517172,36.20857620239258,-46
1782180517182,32.719825744628906,-46
1782180517194,32.65210723876953,-46
1782180517205,32.842159271240234,-46
1782180517216,32.751182556152344,-46
1782180517226,32.59913635253906,-46
1782180517236,36.11129379272461,-46
1782180517247,36.120811462402344,-46
1782180517259,32.64862823486328,-46
1782180517270,32.729393005371094,-46
1782180517280,32.98683166503906,-46
1782180517291,32.661903381347656,-46
1782180517302,32.57658767700195,-46
1782180517312,32.65947341918945,-46
1782180517325,32.71397399902344,-46
1782180517337,32.78010559082031,-46
1782180517347,32.54862594604492,-46
1782180517362,32.57132339477539,-46
1782180517371,32.66006088256836,-46
1782180517382,32.72911071777344,-46
1782180517392,32.70026779174805,-46
1782180517401,32.65602111816406,-46
1782180517415,36.0258674621582,-46
