time_ms,amp,rssi
1782185099475,16.02559471130371,-52
1782185099481,16.280593872070312,-52
1782185099486,16.018407821655273,-52
1782185099493,16.364181518554688,-52
1782185099500,16.394699096679688,-52
1782185099505,16.124481201171875,-52
1782185099512,16.03639793395996,-52
1782185099518,16.244550704956055,-52
1782185099525,16.233585357666016,-52
1782185099532,16.036434173583984,-52
1782185099539,16.09195899963379,-52
1782185099550,16.52136993408203,-52
1782185099560,16.01276969909668,-52
1782185099568,16.36875343322754,-52
1782185099581,16.390714645385742,-52
1782185099589,16.3416805267334,-52
1782185099596,16.185344696044922,-52
1782185099604,16.372459411621094,-52
1782185099611,16.183141708374023,-52
1782185099619,16.029369354248047,-52
1782185099626,16.100732803344727,-52
1782185099633,15.983719825744629,-52
1782185099640,16.146032333374023,-52
1782185099647,16.004619598388672,-52
1782185099654,16.044811248779297,-52
1782185099661,16.061904907226562,-52
1782185099670,16.54282569885254,-52
1782185099679,16.056785583496094,-52
1782185099688,16.029069900512695,-52
1782185099694,16.260042190551758,-52
1782185099702,16.06206703186035,-52
1782185099709,16.159231185913086,-52
1782185099718,16.106374740600586,-52
1782185099730,16.299701690673828,-52
1782185099742,16.115093231201172,-52
1782185099754,16.012371063232422,-52
1782185099766,18.10836410522461,-52
1782185099774,15.983607292175293,-52
1782185099785,16.157711029052734,-52
1782185099797,16.079513549804688,-52
1782185099805,16.17776870727539,-52
1782185099817,16.139541625976562,-52
1782185099831,16.419208526611328,-52
1782185099839,16.07341194152832,-52
1782185099850,15.97569751739502,-52
1782185099861,16.01995086669922,-52
1782185099872,16.06795310974121,-52
1782185099885,16.2401180267334,-52
1782185099894,16.042194366455078,-52
1782185099905,16.0865535736084,-52
1782185099916,16.457239151000977,-52
1782185099928,16.047574996948242,-52
1782185099938,16.024372100830078,-52
1782185099950,16.45525550842285,-52
1782185099961,16.130538940429688,-52
1782185099971,16.044370651245117,-52
1782185099981,16.365190505981445,-52
1782185099994,16.061321258544922,-52
1782185100004,16.10178565979004,-52
1782185100021,15.92109203338623,-52
1782185100028,16.11577796936035,-52
